spf_result,dkim_result,dmarc_result,dmarc_policy,compauth,lev_from_returnpath,lev_returnpath_helo,lev_helo_messageid,dkim_signature_present,reply_to_present,hop_count,total_delay_log,asn_in_nerd,asn_avg_rep,ptr_exists,ptr_matches_helo,helo_domain_resolves,from_domain_has_mx
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.036953,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.293305,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.78419,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,0.693147,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,3.091042,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.276666,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,6.400257,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.332205,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,6,1.386294,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.931826,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.944439,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,5,0.693147,1,0.140722,1,0,1,1
2,2,2,1,2,1,1,,1,0,6,1.386294,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.1429,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.564949,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,1,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.836282,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,6.411818,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.70805,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.70805,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,2.302585,1,0.578171,1,0,1,1
2,2,2,1,2,1,1,0.25,1,0,5,0.693147,1,0.140722,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.397895,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.532599,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.225747,0,,1,1,1,1
2,2,2,1,2,0.3333,0.1667,1,1,1,4,0.693147,1,0.159104,1,0,0,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.94591,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.420535,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.430817,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,1.098612,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,1.386294,1,0.578171,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.553877,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,2.564949,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,3.465736,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.143135,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,1.098612,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.73767,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.465908,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,2.197225,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.442651,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.234107,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.406719,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.639057,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.433987,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.098612,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.356709,0,,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.386294,1,0.140722,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.295837,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.081404,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.218876,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.833213,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.713572,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.386294,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.077537,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.484907,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.833213,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,1.098612,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.098612,1,0.578171,0,0,1,1
2,0,2,1,2,1,1,0.1538,1,1,4,4.094345,1,0.106069,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.555348,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,1.098612,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,6.658011,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.397895,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.639057,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,1,1,0,7,1.791759,1,0.578171,0,0,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,1,1,,1,0,6,1.791759,1,0.140722,1,0,1,1
2,2,2,1,2,1,1,,1,0,5,1.609438,1,0.140722,1,0,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.791759,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.555348,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.302585,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.564949,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.332205,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,1.098612,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.484907,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.397895,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.791759,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.327876,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.418841,0,,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.386294,1,0.140722,1,0,1,1
2,2,2,1,2,1,1,,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.89182,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,1.386294,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.644391,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.912023,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.044522,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.73767,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.484907,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.1429,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.688879,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.875197,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,6.135565,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.330733,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,1.94591,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,1.098612,1,0.578171,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.110874,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.564949,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.770685,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.302585,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.077537,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.302585,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,0.693147,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.875197,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,1.098612,1,0.578171,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.302585,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.060443,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,2.397895,1,0.578171,1,0,1,1
2,2,2,1,2,1,0.3333,0.1905,1,0,5,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.386294,1,0.140722,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,6,0.693147,1,0.140722,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.098612,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.343805,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,5,0.693147,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.583519,0,,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,1.098612,1,0.578171,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.639057,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.147494,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.091042,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.663439,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.060443,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.197225,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.867534,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.044522,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.111988,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.091042,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.418841,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.94591,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.850148,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.663439,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.833213,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,6.287859,0,,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.890372,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.397895,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.153292,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.609438,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.496508,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.094345,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.197225,1,0.578171,0,0,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.386294,1,0.140722,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.828314,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.197225,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,1.098612,1,0.578171,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.70953,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.044522,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,0.693147,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.70805,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.890372,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,1.609438,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.584967,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.257495,0,,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.465736,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.663562,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.079442,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.609438,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.079442,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.919981,0,,1,1,1,1
2,1,2,1,2,1,1,0.1429,1,0,5,1.386294,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.70805,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.079442,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.615121,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.94591,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.94591,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.624973,0,,1,1,1,1
2,2,2,1,2,0.3333,0.1667,1,1,1,4,0.693147,1,0.159104,1,0,0,1
2,2,2,1,2,0.3684,0.6842,0.1538,1,1,5,1.098612,1,0.106069,1,1,1,0
2,2,2,1,2,0.1176,1,1,1,1,5,4.143135,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.197225,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.75359,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.091042,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.369448,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.951244,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.564348,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,3.135494,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,6.639876,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,1.386294,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.833213,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.988984,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.332205,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,0.693147,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.197225,1,0.578171,0,0,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.386294,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.030438,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.010635,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.564949,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.484907,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.564949,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.382027,0,,1,1,1,1
2,2,2,1,1,0.1176,1,1,1,1,4,2.079442,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,2.197225,1,0.578171,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.386294,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.912655,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.204693,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.912655,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.442651,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.812184,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.484907,0,,1,1,1,1
2,2,2,1,2,1,0.2,0.6,1,0,5,0.693147,1,0.176944,1,1,1,0
2,2,2,1,2,0.2941,1,1,1,1,5,3.091042,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.007333,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,1,1,1
