spf_result,dkim_result,dmarc_result,dmarc_policy,compauth,lev_from_returnpath,lev_returnpath_helo,lev_helo_messageid,dkim_signature_present,reply_to_present,hop_count,total_delay_log,asn_in_nerd,asn_avg_rep,ptr_exists,ptr_matches_helo,helo_domain_resolves,from_domain_has_mx
2,2,2,1,2,0.1176,1,1,1,1,5,4.077537,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.153292,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.791759,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.197225,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.401197,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.94591,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.158883,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,7.350516,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,2.197225,1,0.578171,1,0,1,1
2,2,2,1,2,1,1,,1,0,5,0.693147,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.158883,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.806662,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,0,2,1,2,1,1,0.1538,1,1,4,4.51086,1,0.106069,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.951244,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.969813,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,1,1,0.25,1,0,6,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.890372,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.143135,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.583519,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.771441,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,0.693147,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,1.098612,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.637586,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.496508,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.609438,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.302585,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.609438,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.94591,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.369448,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.929589,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.484907,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.828641,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.877736,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,6.624065,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.791759,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,0,2,1,2,1,1,0.1538,1,1,4,5.56452,1,0.106069,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.639057,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.26268,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.094345,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.332205,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.204693,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,5,0.693147,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.941642,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.382027,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.713572,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.94591,1,0.578171,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.218876,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.433987,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.394449,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.970292,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,1,0.4615,0.1429,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.099866,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,6.12905,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.609438,1,0.578171,1,0,1,1
2,0,2,1,1,1,1,0.1538,1,1,4,6.848005,1,0.106069,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.025352,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.70711,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.386294,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.023881,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.091042,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.828641,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.204007,0,,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,6.888572,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,0.693147,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,2.079442,1,0.578171,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.94591,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.007333,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,0.693147,1,0.140722,1,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,1.098612,1,0.578171,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.944439,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.94591,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.484907,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.043051,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.397895,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.332205,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.386294,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.204693,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.804021,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,7.155396,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.465736,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,6,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.532599,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,2.079442,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.178054,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.564949,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.833213,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.043051,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,1,1,,1,0,6,1.386294,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.996452,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.564949,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.609438,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.418841,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,1.098612,1,0.578171,1,1,1,1
2,2,2,1,1,1,0.3333,0.1905,1,0,5,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,0.693147,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.394449,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.828641,0,,1,1,1,1
2,1,2,1,2,1,0.4615,0.4615,0,0,4,1.098612,1,0.578171,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.110874,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.859812,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.369448,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.70805,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.791759,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,6.016157,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.397895,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,2.197225,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.42495,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,6.94119,0,,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,5,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,1,1,,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.484907,1,0.578171,0,0,1,1
2,2,2,1,2,1,1,0.25,1,0,5,1.098612,1,0.140722,1,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,1.098612,1,0.578171,1,1,1,1
2,2,2,1,2,1,1,,1,0,5,0.693147,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.584967,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,6.184149,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.944439,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.26268,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.079442,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,6.447306,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.438079,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.023881,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.833213,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.091042,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.894403,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.091042,0,,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.258097,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.609438,1,0.578171,0,0,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.533389,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.386294,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.521789,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.75359,0,,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.386294,1,0.140722,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.386294,1,0.578171,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.273,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.433987,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.258097,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,3.401197,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,0.693147,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
1,2,2,1,2,1,1,0.1429,1,0,5,1.386294,1,0.140722,1,0,1,1
2,2,2,1,2,1,1,0.25,1,0,5,0.693147,1,0.140722,1,0,1,1
2,0,2,1,2,1,1,0.1538,1,1,4,4.795791,1,0.106069,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.791759,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.997212,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.386294,1,0.578171,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,6,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.079442,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,6,1.386294,1,0.140722,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,5.669881,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,1.098612,1,0.578171,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.386294,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.65396,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.609438,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.7612,0,,1,1,1,1
2,2,2,1,2,1,0.3333,0.1905,1,0,5,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,,1,0,6,1.609438,1,0.140722,1,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.919981,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.3333,0.1667,1,1,1,4,1.098612,1,0.159104,1,0,0,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.94591,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.609438,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.036953,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.584967,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,2.944439,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.484907,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.564949,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.995732,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.791759,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.488636,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.023881,0,,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.94591,1,0.578171,1,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.94591,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,1,1,0.1429,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.094345,0,,1,1,1,1
2,2,2,1,2,1,0.3333,0.1905,1,0,5,0.693147,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.302585,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,2.197225,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.94591,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.302585,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.951244,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.532599,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,3.218876,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,1.791759,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.1429,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.397895,1,0.578171,0,0,1,1
2,2,2,1,2,1,1,,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.736198,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.791759,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.844187,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.098612,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.143135,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,6,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,2.70805,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.624973,0,,1,1,1,1
2,2,2,1,2,1,1,0.25,1,0,5,1.098612,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.688879,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.564949,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.584967,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.197225,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.189655,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,3,0.693147,1,0.578171,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,4,0.693147,1,0.578171,0,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,0.693147,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,2.639057,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.484907,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.3077,0.3077,1,0,5,1.791759,1,0.578171,1,0,1,1
2,2,2,1,2,0.2941,1,1,1,1,4,1.386294,1,0.748465,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.78419,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,4.990433,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,5.062595,0,,1,1,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.079442,1,0.578171,0,0,1,1
2,2,2,1,2,1,0.4615,0.4615,1,0,7,2.302585,1,0.578171,0,0,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.60517,0,,1,1,1,1
2,2,2,1,2,0.2941,1,1,1,1,5,1.609438,1,0.748465,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,5,4.820282,0,,1,1,1,1
2,2,2,1,2,1,1,,1,0,6,1.386294,1,0.140722,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,3.871201,0,,1,1,1,1
2,2,2,1,2,0.1176,1,1,1,1,4,1.609438,0,,1,1,1,1
