lev_from_returnpath,lev_returnpath_helo,lev_helo_messageid,dkim_signature_present,reply_to_present,hop_count,total_delay_log,asn_in_nerd,asn_avg_rep,ptr_exists,ptr_matches_helo,helo_domain_resolves,from_domain_has_mx,lev_display_name_alignment,display_name_missing,spamassassin_score,spamassassin_present
0.8095,0.6667,0.6667,0,1,4,2.833213,1,0.082291,0,0,0,0,0.9412,0,5.592,1
1,0.1,0.1,1,0,3,4.488636,0,,0,0,1,1,0.2857,0,-5.68,1
0.1667,0.1176,,1,0,5,5.141664,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
1,1,0.0909,1,1,3,0.693147,1,0.159104,1,1,1,1,0.5833,0,,0
0.1333,1,1,1,1,4,3.091042,1,0.159104,1,1,1,1,1,0,-5.643,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-6.349,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-0.942,1
1,1,1,1,0,4,2.833213,1,0.167366,1,1,1,1,0.2857,0,-4.517,1
1,0.2353,0.2353,0,0,6,11.458554,1,0.158846,0,0,0,1,0.1765,0,5.145,1
1,0.2308,1,1,1,3,1.791759,1,0.227036,1,1,1,1,0.5,0,,0
1,0.4,1,1,0,4,4.477337,1,0.159481,1,0,1,1,0.75,0,-8.699,1
1,0.2,0.6,1,0,4,1.609438,1,0.167366,1,1,1,0,0.9091,0,-2.02,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.3077,,0,1,4,3.610918,1,0.163286,1,1,1,1,0.0833,0,1.524,1
1,1,1,1,1,4,2.079442,1,0.185982,1,0,1,1,1,0,-2.661,1
1,0.4,1,1,0,4,2.079442,1,0.159481,1,0,1,1,0.75,0,-2.661,1
1,1,1,0,0,4,7.552762,1,0.015163,1,0,0,0,0.1538,0,5.955,1
1,1,,0,1,4,2.639057,1,0.163286,1,1,1,1,1,0,-1.4,1
1,1,,1,1,4,3.951244,1,0.163286,1,1,1,1,0.25,0,-4.998,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.1053,0.1053,,0,1,4,1.098612,1,0.076553,1,0,1,1,0.2857,0,,0
1,1,0.1333,1,1,3,1.94591,1,0.159104,1,1,1,1,1,0,-2.5,1
1,1,1,0,0,3,0,1,0.007332,0,0,1,0,,1,,0
1,1,1,1,0,4,3.218876,1,0.076553,1,1,1,1,0.4074,0,0.309,1
1,1,1,1,0,4,2.639057,1,0.167366,1,1,1,1,0.2857,0,-4.987,1
0.4444,0.0909,1,1,1,4,2.639057,1,0.159104,1,1,0,1,0.9167,0,-2.509,1
1,0.2,0.6,1,0,4,1.791759,1,0.167366,1,1,1,0,0.9474,0,-2.019,1
1,1,0.7692,1,1,4,8.205218,1,0.185982,1,0,1,1,1,0,-4.81,1
1,1,,1,1,4,2.079442,1,0.163286,1,1,1,1,0.25,0,-0.964,1
1,1,1,0,0,2,2.484907,1,0.028074,1,0,1,0,0.9333,0,,0
1,1,1,1,0,4,5.129899,1,0.167366,1,1,1,1,0.2857,0,-3.876,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,1,1,4,2.944439,1,0.163286,1,1,1,1,0.1111,0,-5.84,1
1,1,1,0,1,6,1.791759,1,0.26069,0,0,1,1,0.9091,0,,0
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,0,1,4,2.302585,1,0.163286,0,0,1,1,1,0,-1.476,1
1,0.2,0.6,1,0,4,2.70805,1,0.167366,1,1,1,0,0.9091,0,-2.661,1
1,1,0.1333,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-5.2,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,1,1,4,1.791759,1,0.163286,1,1,1,1,0.25,0,,0
1,1,1,1,0,4,2.772589,0,,1,1,1,1,0.1429,0,5.96,1
1,0.0909,1,1,1,4,2.302585,1,0.159104,1,0,0,1,0.9167,0,0.045,1
0.1333,1,1,1,1,4,2.564949,1,0.159104,1,1,1,1,1,0,-2.586,1
1,1,0.1333,1,1,3,2.890372,1,0.159104,1,1,1,1,1,0,-5.7,1
1,1,1,0,0,3,0,1,0.007332,0,0,1,0,,1,,0
0.8095,1,1,0,1,4,2.639057,1,0.082291,1,0,0,0,0.5517,0,5.662,1
1,0.6,0.6,1,0,4,1.386294,1,0.167366,1,1,1,1,0.8571,0,-2.66,1
1,1,1,1,0,4,0,1,0.167366,1,1,1,1,0.2857,0,,0
1,1,,1,1,4,3.091042,1,0.163286,1,1,1,1,0.25,0,-1.499,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.3333,0,-1.938,1
1,0.2,0.6,1,0,4,1.791759,1,0.167366,1,1,1,0,0.3333,0,-2.66,1
1,0.2222,0.2222,0,0,3,6.947937,0,,0,0,1,1,,1,12.1,1
0.0833,1,1,1,1,4,1.609438,1,0.159104,1,1,1,1,0.7778,0,,0
1,0.6,0.6,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2105,0,-2.41,1
1,1,1,1,0,4,0,1,0.167366,1,1,1,1,0.2857,0,,0
1,0.1667,0.1667,1,1,3,2.995732,0,,1,1,0,1,0.125,0,-2.51,1
1,0.1429,1,1,1,4,2.484907,1,0.159104,1,0,0,1,0.2222,0,-1.491,1
1,1,1,1,0,4,2.70805,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.4615,1,1,1,0,3,2.639057,1,0.227036,1,1,1,1,0.5714,0,3.171,1
1,0.3636,0.3333,0,0,6,2.484907,1,0.007332,1,1,1,1,0.5263,0,-0.9,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-5.699,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.7083,0,,0
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-5.689,1
1,0.6,0.6,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2727,0,-2.66,1
1,1,,0,1,4,2.70805,1,0.060881,1,1,1,1,1,0,-0.996,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.3514,0,,0
1,0.4167,,1,1,4,10.486904,1,0.076553,1,0,0,0,0.1905,0,2.81,1
0.4667,0.4667,,0,1,4,2.890372,1,0.060881,1,1,1,1,0.55,0,4.076,1
1,1,1,1,0,4,0,1,0.167366,1,1,1,1,0.2857,0,,0
0.2,1,1,1,1,4,2.70805,1,0.053036,1,1,1,1,0.4545,0,-3.324,1
1,1,1,0,0,2,0.693147,1,0.007332,1,0,1,0,0.9333,0,,0
1,1,1,1,0,4,2.397895,0,,1,1,1,1,0.9286,0,-2.66,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-1.499,1
0.125,1,1,1,1,4,1.791759,1,0.227036,1,1,1,1,0.1,0,,0
1,1,,1,1,4,3.951244,1,0.163286,1,1,1,1,0.25,0,-4.443,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,0,1,4,2.302585,1,0.163286,0,0,1,1,1,0,-0.976,1
0.1429,0.0833,0.2857,1,1,5,1.791759,1,0.14289,1,0,0,1,0.2,0,1.974,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-4.653,1
1,1,,0,1,4,3.178054,1,0.163286,1,1,1,1,1,0,-1.4,1
1,0.4,1,1,0,4,2.079442,1,0.159481,1,0,1,1,0.75,0,-4.791,1
0.2,1,1,1,1,4,2.833213,1,0.053036,1,1,1,1,0.4545,0,2.676,1
1,1,1,1,0,4,0.693147,1,0.167366,1,1,1,1,0.2857,0,,0
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,2.890372,1,0.163286,1,1,1,1,0.1111,0,1.011,1
1,1,,1,1,4,8.194506,1,0.163286,1,1,1,1,0.25,0,-1.5,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-4.509,1
1,1,0.1333,1,1,3,2.197225,1,0.159104,1,1,1,1,1,0,-5.7,1
1,1,1,1,0,4,2.484907,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.1667,0.1429,0.1429,1,0,5,6.776507,1,0.14289,1,1,1,1,0.25,0,-2.059,1
1,1,1,0,0,5,3.610918,1,0.431354,0,0,0,0,0.3636,0,-0.561,1
1,1,1,0,0,3,0,1,0.007332,0,0,1,0,,1,,0
1,0.4,1,1,0,4,2.397895,1,0.159481,1,0,1,1,0.75,0,-4.646,1
1,1,0.1333,1,1,3,2.397895,1,0.159104,1,1,1,1,1,0,-5.68,1
1,0.125,0.125,1,0,4,2.197225,1,0.007332,0,0,0,1,0.9167,0,-1.998,1
1,1,1,1,1,4,2.639057,1,0.076553,1,1,1,1,0.1111,0,10.399,1
1,0.3077,,0,1,4,3.465736,1,0.163286,1,1,1,1,1,0,1.524,1
1,1,,0,1,4,2.197225,1,0.163286,0,0,1,1,1,0,-1.399,1
0.1538,1,1,1,1,3,6.946976,1,0.236867,1,1,1,1,0.4444,0,-1.937,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.1333,1,1,1,1,4,3.367296,1,0.159104,1,1,1,1,1,0,-5.643,1
1,1,,0,1,4,2.890372,1,0.163286,1,1,1,1,1,0,-1.4,1
0.0909,1,1,1,1,4,2.302585,1,0.159104,1,1,1,1,0.4286,0,-1.575,1
1,1,,0,1,4,2.833213,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-1.499,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,,0,1,4,3.465736,1,0.060881,1,1,1,1,1,0,-0.996,1
1,0.1,0.1,0,0,4,6.646391,1,0.158846,1,1,0,1,0.0625,0,0.416,1
1,0.1429,0.6,1,0,4,1.791759,1,0.167366,1,1,1,0,0.5,0,-0.759,1
1,1,,1,1,4,4.454347,1,0.163286,1,1,1,1,0.25,0,-5.488,1
1,1,1,1,0,4,4.343805,1,0.167366,1,1,1,1,0.2857,0,-4.517,1
0.1667,1,,1,1,3,2.079442,1,0.14289,1,1,1,1,0.3529,0,5.273,1
1,0.5,0.6,1,0,4,1.791759,1,0.167366,1,1,1,0,0.4667,0,-2.559,1
1,1,1,1,1,4,3.526361,1,0.185982,1,0,1,1,1,0,-2.2,1
0.125,0.3529,0.2941,1,1,3,3.688879,1,0.158166,1,1,1,1,0.7,0,3.941,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,1,1,1,6,2.397895,1,0.26069,0,0,1,1,0.8889,0,-1.291,1
1,1,1,0,0,2,0,1,0.06216,0,0,1,0,0.5833,0,,0
1,1,0.7692,1,1,4,6.714171,1,0.185982,1,0,1,1,1,0,-5.31,1
1,1,0.0909,1,1,3,1.791759,1,0.159104,1,1,1,1,0.5833,0,-1.491,1
0.1538,1,,1,1,5,1.609438,1,0.14289,1,1,1,1,0.9,0,-2.159,1
0.5,1,0.1667,1,1,3,6.424869,1,0.159104,1,1,1,1,1,0,-2.151,1
1,0.2,0.6,1,0,4,1.386294,1,0.167366,1,1,1,0,0.9286,0,-2.661,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-4.987,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,1,0,1,2,0,0,,0,0,1,0,0.2051,0,,0
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,0.1429,0.1429,0,0,3,6.694562,1,0.024989,0,0,0,1,,1,8.602,1
0,1,1,1,1,4,2.944439,1,0.159104,1,1,1,1,1,0,-1.496,1
1,1,,1,1,4,4.007333,1,0.163286,1,1,1,1,0.25,0,-5.698,1
0.1333,1,1,1,1,4,2.397895,1,0.159104,1,1,1,1,1,0,-1.966,1
1,1,1,1,0,4,2.302585,0,,1,1,1,1,0.4615,0,8.97,1
0.0909,0.1538,0.1538,1,0,4,2.772589,1,0.159104,1,1,1,1,0.4118,0,-2.65,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-4.509,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
0.2,1,1,1,1,4,2.564949,1,0.053036,1,1,1,1,0.4545,0,-1.335,1
1,0.4,1,1,0,4,2.833213,1,0.159481,1,0,1,1,0.75,0,-3.656,1
1,1,1,1,0,4,4.189655,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,0.693147,1,0.167366,1,1,1,1,0.2857,0,,0
1,0.1429,0.1429,0,0,3,0,0,,0,0,0,0,,1,,0
1,0.6,0.6,1,0,5,2.079442,1,0.167366,1,1,1,1,0.875,0,-2.661,1
1,0.4,1,1,0,4,2.197225,1,0.159481,1,0,1,1,0.75,0,-1.101,1
1,1,1,1,0,4,2.564949,0,,1,1,1,1,0.0667,0,-0.351,1
1,1,1,0,0,3,0,1,0.028074,1,0,1,0,,1,,0
1,1,1,1,0,4,2.397895,0,,1,1,1,1,0.7222,0,2.96,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-6.699,1
1,1,1,1,1,4,2.70805,1,0.185982,1,0,1,1,1,0,-2,1
1,1,0.1333,1,1,3,2.302585,1,0.159104,1,1,1,1,1,0,-1.49,1
1,1,1,1,0,4,0.693147,1,0.167366,1,1,1,1,0.2857,0,,0
1,1,1,1,0,8,11.862124,1,0.492749,0,0,1,1,0.1111,0,,0
1,0.2857,1,1,1,3,1.94591,1,0.236867,1,1,1,1,0.1778,0,-2.001,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
0.0909,1,1,1,1,4,2.833213,1,0.159104,1,1,1,1,0.4,0,4.264,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,0.5385,0.5385,1,0,3,2.197225,1,2.8e-05,1,1,1,1,0.125,0,-1.5,1
1,1,1,1,1,4,1.386294,1,0.076553,1,1,1,1,0.2593,0,,0
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
0.0909,0.1538,0.1538,1,0,4,2.772589,1,0.159104,1,1,1,1,0.4118,0,-2.65,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,1,1,0,4,2.639057,1,0.167366,1,1,1,1,0.2857,0,-3.876,1
0,1,1,1,1,4,2.079442,1,0.159104,1,1,1,1,1,0,-1.886,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
0.1667,1,1,1,1,4,2.302585,1,0.159104,1,1,1,1,0.7778,0,-1.567,1
0.4667,0.7333,0.7333,1,1,4,2.564949,0,,1,1,1,1,0.5455,0,-0.664,1
1,1,1,1,0,4,2.772589,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-1.499,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,1,4,2.079442,1,0.185982,1,0,1,1,1,0,6.18,1
1,1,1,1,0,5,2.302585,0,,1,1,1,1,0.9167,0,-0.201,1
1,0.6,0.6,1,0,4,1.386294,1,0.167366,1,1,1,1,0.8421,0,-2.41,1
1,1,,1,1,4,4.043051,1,0.163286,1,1,1,1,0.25,0,-4.998,1
1,0.4,0.4,0,1,4,1.609438,1,0.132961,1,1,1,0,0.5455,0,4.481,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.1667,0.1176,,1,0,5,2.833213,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
0.1538,1,,1,1,5,2.197225,1,0.14289,1,1,1,1,0.45,0,-1.66,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.0952,0.0952,0,0,5,2.302585,0,,1,0,0,1,0.2368,0,-1.901,1
1,1,,0,1,4,2.564949,1,0.163286,1,1,1,1,1,0,-1.9,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-2.159,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,2.079442,1,0.076553,1,0,0,0,0.1667,0,-1.501,1
1,1,0.1333,1,1,3,1.609438,1,0.159104,1,1,1,1,1,0,-5.68,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-4.987,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,,0,1,4,2.484907,1,0.163286,1,1,1,1,1,0,-1.4,1
0.1538,1,,1,1,5,1.609438,1,0.14289,1,0,1,1,0.5833,0,-1.499,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,,0,1,4,2.639057,1,0.060881,1,1,1,1,1,0,-0.996,1
0.2308,1,1,1,1,3,1.386294,1,0.236867,1,1,1,0,1,0,13.319,1
1,0.2,0.6,1,0,4,1.386294,1,0.167366,1,1,1,0,0.9091,0,-2.02,1
1,0.2,0.6,1,0,4,2.890372,1,0.167366,1,1,1,0,0.96,0,-2.661,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,1,4,2.079442,1,0.286116,1,0,0,0,0.1333,0,-1.499,1
1,1,0.0909,1,1,3,1.791759,1,0.159104,1,1,1,1,0.1875,0,-2.081,1
0.1667,0.1176,,1,0,5,5.905362,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
0.5,0.1667,1,1,1,4,2.484907,1,0.159104,1,1,0,1,1,0,4.02,1
1,1,0.1333,1,1,3,1.609438,1,0.159104,1,1,1,1,1,0,-2.651,1
1,0.4,1,1,0,4,2.197225,1,0.159481,1,0,1,1,0.75,0,-4.156,1
1,1,1,0,0,6,2.397895,1,0.06216,0,0,1,1,0.9167,0,-0.409,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.1538,0,,0
1,1,1,1,0,4,2.079442,0,,1,1,1,1,0.6,0,2.2,1
1,0.2,0.6,1,0,4,2.484907,1,0.167366,1,1,1,0,0.9286,0,-1.155,1
1,0.2,0.6,1,0,4,2.079442,1,0.167366,1,1,1,0,0.9091,0,-2.451,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
,,1,0,0,3,2.302585,1,0.336236,1,1,1,1,,1,8.243,1
1,1,,0,1,4,3.178054,1,0.060881,1,1,1,1,1,0,-0.996,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-7.643,1
1,0.3846,1,1,1,3,2.197225,1,0.227036,1,1,1,1,0.5833,0,4.3,1
1,1,,1,1,4,2.564949,1,0.076553,1,1,1,1,0.2857,0,-2.011,1
0.1667,0.1429,,1,0,5,6.630683,1,0.14289,1,1,1,1,0.4706,0,-2.558,1
0.1333,1,1,1,1,4,2.833213,1,0.159104,1,1,1,1,1,0,-4.166,1
1,1,,0,1,4,3.526361,1,0.060881,1,1,1,1,1,0,-0.996,1
1,1,1,1,1,4,7.797291,1,0.185982,1,0,1,1,1,0,-3.811,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.7083,0,,0
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-5.849,1
0.125,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.4,0,-2.853,1
1,1,0.1333,1,1,3,0.693147,1,0.159104,1,1,1,1,1,0,,0
1,1,,0,1,4,2.944439,1,0.060881,1,1,1,1,1,0,-1.92,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.1667,0.1176,0.1176,1,0,5,2.639057,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-6.35,1
0,1,1,1,1,4,3.367296,1,0.159104,1,1,1,1,1,0,-1.475,1
0.4667,0.4667,,0,1,4,1.791759,1,0.060881,1,1,1,1,0.55,0,3.576,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,1,1,1,4,2.397895,1,0.185982,1,0,1,1,1,0,-1.958,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.1333,1,1,1,1,4,2.833213,1,0.159104,1,1,1,1,1,0,-2.628,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.4,1,1,0,4,1.791759,1,0.159481,1,0,1,1,0.75,0,,0
1,0.6,0.6,1,0,4,2.079442,1,0.167366,1,1,1,1,0.15,0,-2.019,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
0.3333,1,0.2,1,1,4,2.890372,1,0.159104,1,1,1,1,0.2,0,-2.509,1
1,0.2,0.6,1,0,4,0.693147,1,0.167366,1,1,1,0,0.96,0,,0
0,1,1,1,1,4,4.077537,1,0.159104,1,1,1,1,1,0,-2.527,1
1,1,,0,1,4,2.302585,1,0.163286,1,1,1,1,1,0,,0
0.1333,1,1,1,1,4,3.044522,1,0.159104,1,1,1,1,1,0,-1.575,1
1,,,0,0,4,2.944439,1,0.569076,1,0,0,1,0.1404,0,-2.909,1
1,0.2,0.6,1,0,4,4.127134,1,0.167366,1,1,1,0,0.5625,0,-2.66,1
1,1,,0,1,4,2.564949,1,0.060881,1,1,1,1,1,0,-0.42,1
1,1,1,1,0,4,2.397895,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,4,2.397895,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.1333,0.1429,,1,1,5,6.766192,1,0.14289,1,1,1,1,0.1818,0,-2.66,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-0.944,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-4.646,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,0.1333,1,1,3,2.484907,1,0.159104,1,1,1,1,1,0,-5.69,1
0.1333,0.1429,,1,1,5,6.359574,1,0.14289,1,1,1,1,0.1818,0,-2.66,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,2.056,1
1,1,1,1,0,4,2.397895,1,0.167366,1,1,1,1,0.2857,0,-1.487,1
0.1333,1,1,1,1,4,3.044522,1,0.159104,1,1,1,1,1,0,-2.676,1
0.1667,1,1,1,1,4,2.484907,1,0.159104,1,1,1,1,0.7778,0,-1.475,1
1,1,1,0,0,2,0,1,0.06216,0,0,1,0,0.9333,0,,0
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,2.484907,1,0.163286,1,1,1,1,0.25,0,-5.188,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.1111,0.1111,1,1,4,4.025352,1,0.159104,1,1,0,1,1,0,0.939,1
1,0.6,0.6,1,1,5,2.70805,1,0.167366,1,1,1,1,0.2143,0,-0.269,1
1,1,1,1,0,4,1.098612,1,0.167366,1,1,1,1,0.2857,0,,0
1,1,1,1,1,4,1.609438,1,0.185982,1,0,1,1,1,0,,0
0.2222,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.4545,0,-0.766,1
1,0.2727,,1,0,4,2.639057,0,,1,0,0,1,,1,-2.2,1
1,1,,1,1,4,1.94591,1,0.076553,1,0,0,0,0.125,0,-2.511,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.2,0,,0
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-0.964,1
1,1,,1,1,4,3.091042,1,0.163286,1,1,1,1,0.25,0,-8.198,1
0.2222,1,1,1,1,4,3.637586,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
1,1,1,1,1,4,2.833213,1,0.185982,1,0,1,1,1,0,-1.958,1
1,1,1,1,0,4,2.397895,1,0.076553,1,1,1,1,0.1111,0,-4.001,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-4.157,1
1,1,0.0909,1,1,3,6.833032,1,0.159104,1,1,1,1,0.5833,0,0.98,1
1,1,,0,1,4,3.465736,1,0.060881,1,1,1,1,0.55,0,4.075,1
1,0.2,0.6,1,0,4,1.94591,1,0.167366,1,1,1,0,0.9091,0,-2.02,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,3.828641,1,0.167366,1,1,1,1,0.2857,0,-1.277,1
1,1,,0,1,4,2.772589,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.2,0.6,1,0,4,1.609438,1,0.167366,1,1,1,0,0.8235,0,-1.23,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-4.157,1
1,0.4,1,1,0,4,2.397895,1,0.159481,1,0,1,1,0.75,0,-6.35,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-1.519,1
1,0.5,0.6,1,0,5,2.564949,1,0.167366,1,1,1,1,0.4167,0,-2.66,1
1,0.7692,0.7692,1,1,4,2.564949,1,0.185982,1,1,1,1,1,0,-2.451,1
0.1333,1,1,1,1,4,3.931826,1,0.159104,1,1,1,1,1,0,-4.977,1
1,1,1,1,1,4,6.109248,1,0.185982,1,0,1,1,1,0,-2.701,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.1667,0.1429,0.1429,1,0,5,0,1,0.14289,1,1,1,1,1,0,,0
0.3846,1,1,1,1,3,0.693147,1,0.227036,1,1,1,1,0.5455,0,,0
1,0.3529,0.1176,1,0,6,2.564949,1,0.569076,0,0,0,1,0.2857,0,1.222,1
1,1,,0,1,4,2.484907,1,0.060881,1,1,1,1,1,0,-1.42,1
1,0.2,0.2,0,0,3,2.197225,1,0.267864,1,1,0,0,,1,,0
1,1,,1,1,4,2.772589,1,0.163286,1,1,1,1,0.25,0,-1.5,1
1,1,1,1,1,4,3.610918,1,0.185982,1,1,1,1,1,0,-2.161,1
1,1,0.7692,1,1,4,6.734592,1,0.185982,1,0,1,1,1,0,-1.501,1
1,0.2,0.6,1,0,4,1.609438,1,0.167366,1,1,1,0,0.9091,0,-2.661,1
1,1,1,1,0,4,0.693147,1,0.167366,1,1,1,1,0.2857,0,,0
1,1,1,1,0,4,0.693147,1,0.167366,1,1,1,1,0.2857,0,,0
1,1,1,1,0,4,2.079442,0,,1,1,1,1,0.6667,0,-0.351,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-1.999,1
1,1,,1,1,4,1.94591,1,0.163286,1,1,1,1,0.25,0,,0
1,1,,1,1,4,1.791759,1,0.163286,1,1,1,1,0.25,0,,0
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-6.351,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,,0
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-8.198,1
0.1333,1,1,1,1,4,4.025352,1,0.159104,1,1,1,1,1,0,-1.475,1
1,1,,0,1,4,2.564949,1,0.060881,1,1,1,1,1,0,-1.92,1
