lev_from_returnpath,lev_returnpath_helo,lev_helo_messageid,dkim_signature_present,reply_to_present,hop_count,total_delay_log,asn_in_nerd,asn_avg_rep,ptr_exists,ptr_matches_helo,helo_domain_resolves,from_domain_has_mx,lev_display_name_alignment,display_name_missing,spamassassin_score,spamassassin_present
1,0.4,1,1,0,4,2.397895,1,0.159481,1,0,1,1,0.75,0,-5.709,1
1,1,1,1,0,4,2.197225,0,,1,1,1,1,0.75,0,-0.351,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.25,0,-2.02,1
1,0.4,1,1,0,4,2.079442,1,0.159481,1,0,1,1,0.75,0,-6.351,1
1,0.2308,1,1,1,3,0.693147,1,0.227036,1,1,1,1,0.5,0,,0
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.1667,0.1667,0,0,4,2.995732,1,0.096246,1,1,1,1,1,0,-1.181,1
1,1,,0,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-1.399,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,0,1,4,2.197225,1,0.163286,1,1,1,1,1,0,,0
1,1,1,0,0,4,2.639057,1,0.003051,0,0,1,1,0.9167,0,-1.901,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,0,0,2,0.693147,1,0.162848,0,0,1,0,0.9091,0,,0
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
0.2222,1,1,1,1,4,2.639057,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
1,0.0909,1,1,1,4,2.397895,1,0.159104,1,1,0,1,0.1875,0,-1.52,1
0.1667,0.1429,0.1429,1,0,5,6.694562,1,0.14289,1,1,1,1,1,0,-2.559,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-1.499,1
1,1,,0,1,4,2.890372,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.9375,0,,0
0,1,1,1,1,4,2.397895,1,0.159104,1,1,1,1,1,0,-4.165,1
1,1,1,1,1,3,1.386294,1,0.286116,1,0,0,0,0.1605,0,-4.579,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.1765,1,1,1,1,4,2.397895,1,0.227036,1,1,1,1,0.1538,0,-5.698,1
0.1667,0.1429,0.1429,1,0,5,2.564949,1,0.14289,1,1,1,1,0.4706,0,4.264,1
1,1,1,0,0,3,0,1,0.007332,1,0,1,0,,1,,0
0.1818,0.1818,0.1818,1,0,4,3.178054,1,0.159104,1,1,0,1,0.1538,0,-2.561,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.2,0.6,1,0,4,1.791759,1,0.167366,1,1,1,0,0.9091,0,-2.661,1
1,1,1,1,1,4,2.397895,0,,1,1,1,1,0.6429,0,-1.353,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.1111,0,-1.499,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-6.198,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-5.643,1
0.3333,0.5294,0.2941,1,1,3,2.484907,1,0.158166,1,1,1,1,0.9,0,6.186,1
1,1,,0,1,4,2.302585,1,0.163286,0,0,1,1,1,0,3.924,1
0.1667,1,1,1,1,3,5.181784,1,0.14289,1,1,1,1,0.3529,0,-1.227,1
0.1333,1,1,1,1,4,4.317488,1,0.159104,1,1,1,1,1,0,-1.575,1
1,1,1,1,0,4,3.044522,0,,1,1,1,1,0.9286,0,-0.351,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
0.1667,0.1429,0.1429,1,0,5,5.988961,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
0,1,1,1,1,4,2.197225,1,0.159104,1,1,1,1,1,0,-2.877,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.3571,0.6,1,0,4,1.94591,1,0.167366,1,1,1,0,0.4545,0,-2.56,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.3514,0,,0
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,0.2,0.6,1,0,4,1.791759,1,0.167366,1,1,1,0,0.9091,0,-2.02,1
1,1,1,1,0,4,2.197225,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.2,1,1,1,1,4,2.484907,1,0.053036,1,1,1,1,0.4545,0,-3.323,1
0.2222,1,1,1,1,4,4.110874,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.1905,0,,0
0.3333,0.5294,0.2941,1,1,3,2.564949,1,0.158166,1,1,1,1,0.9,0,6.186,1
1,0.4,1,1,0,4,2.397895,1,0.159481,1,0,1,1,0.75,0,-5.709,1
1,0.2308,1,1,1,3,1.791759,1,0.227036,1,1,1,1,0.5,0,-2.478,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,1,1,1,0,4,0.693147,1,0.167366,1,1,1,1,0.3333,0,,0
0.2222,1,1,1,1,4,2.302585,1,0.227036,1,1,1,1,0.4545,0,-1.876,1
1,1,0.0909,1,1,3,0.693147,1,0.159104,1,1,1,1,0.5833,0,,0
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.25,0,-2.51,1
1,1,1,0,0,2,0,1,0.028074,1,0,1,0,0.1538,0,,0
1,1,0.0909,1,1,3,2.302585,1,0.159104,1,1,1,1,0.5833,0,-1.491,1
1,0.1538,1,1,1,3,1.791759,1,0.227036,1,1,1,1,0.5,0,-5.128,1
1,1,1,1,1,4,2.302585,1,0.286116,1,0,0,0,0.2667,0,2.309,1
0.125,1,1,1,1,4,4.060443,1,0.227036,1,1,1,1,0.4,0,-1.527,1
0.2609,0.1739,0.1739,0,1,4,7.518607,1,0.082291,0,0,0,0,0.4839,0,3.388,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.25,0,-1.52,1
1,0.6,0.6,1,0,4,1.609438,1,0.167366,1,1,1,1,0.7857,0,-1.769,1
1,0.2,0.6,1,0,4,1.94591,1,0.167366,1,1,1,1,0.6923,0,0.94,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,1,1,4,2.995732,1,0.163286,1,1,1,1,0.25,0,-0.944,1
1,1,,0,1,4,2.484907,1,0.060881,1,1,1,1,1,0,-1.42,1
0.4167,1,0.1667,1,1,3,1.791759,1,0.159104,1,1,1,1,0.3333,0,-1.5,1
0,1,1,1,1,4,3.828641,1,0.159104,1,1,1,1,0.4444,0,-3.427,1
1,1,,1,1,4,2.079442,1,0.076553,1,0,0,0,0.119,0,2.809,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-5.147,1
1,1,1,1,0,4,4.143135,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-1.519,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,0.6,0.6,1,0,4,3.332205,1,0.167366,1,1,1,1,0.7083,0,-2.649,1
1,1,1,1,0,4,3.332205,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0,1,1,1,1,4,1.791759,1,0.159104,1,1,1,1,1,0,,0
0.1333,1,1,1,1,4,3.871201,1,0.159104,1,1,1,1,1,0,-4.067,1
0.2222,1,1,1,1,4,1.791759,1,0.227036,1,1,1,1,0.4545,0,,0
0.0588,1,1,1,1,4,2.772589,1,0.159104,1,1,1,1,0.9231,0,,0
1,1,1,1,1,4,2.302585,1,0.185982,1,0,1,1,1,0,-2.161,1
1,1,0.1333,1,1,3,0.693147,1,0.159104,1,1,1,1,1,0,,0
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
0.0909,1,1,1,1,4,2.302585,1,0.159104,1,1,1,1,1,0,-1.475,1
0,1,1,1,1,4,2.397895,1,0.159104,1,1,1,1,1,0,1.334,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.25,0,-5.209,1
1,0.3,0.2,1,0,4,4.330733,1,0.159481,1,0,0,1,0.75,0,-5.489,1
1,1,,1,0,4,2.397895,1,0.076553,1,1,1,1,0.125,0,1.309,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.2051,0,,0
0.125,1,1,1,1,4,2.079442,1,0.227036,1,1,1,1,0.1,0,-0.886,1
1,1,,1,1,4,3.044522,1,0.163286,1,1,1,1,0.25,0,-8.699,1
0.1667,0.1429,,1,0,5,5.669881,1,0.14289,1,1,1,1,0.4706,0,-2.559,1
1,1,0.4545,1,0,5,3.091042,0,,1,1,1,1,0.6429,0,-0.75,1
1,1,1,0,0,2,0,1,0.007332,0,0,1,0,0.1538,0,,0
0.4667,0.4667,,0,1,4,3.713572,1,0.060881,1,1,1,1,0.55,0,4.076,1
0.3846,1,1,1,1,3,1.94591,1,0.227036,1,1,1,1,0.5455,0,-1.337,1
1,1,1,1,1,6,1.94591,1,0.26069,0,0,1,1,0.9091,0,-1.501,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,0.1333,1,1,3,6.834109,1,0.159104,1,1,1,1,1,0,-3,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.1429,0,-0.963,1
1,0.4,1,1,0,4,2.197225,1,0.159481,1,0,1,1,0.75,0,-3.656,1
1,0.125,0.125,1,1,3,2.944439,1,0.286116,1,1,1,1,0.7,0,-1.5,1
0,1,1,1,1,4,2.484907,1,0.159104,1,1,1,1,1,0,,0
0.5,1,0.1667,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,1.49,1
1,1,1,1,0,4,2.70805,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.4286,0.4286,0,0,3,2.079442,1,0.028768,1,1,1,1,,1,9.913,1
1,1,0.1333,1,1,3,1.609438,1,0.159104,1,1,1,1,1,0,-1.99,1
0.2,1,1,1,1,4,3.091042,1,0.053036,1,1,1,1,0.4545,0,-0.324,1
1,1,0.7692,1,1,4,2.639057,1,0.185982,1,1,1,1,1,0,-3.011,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.2,0,,0
1,0.1,0.1,1,0,4,4.770685,0,,0,0,1,1,0.2857,0,-5.68,1
0.125,1,1,1,1,4,2.079442,1,0.227036,1,1,1,1,0.1,0,0.837,1
1,1,0.7692,1,1,4,2.302585,1,0.185982,1,1,1,1,1,0,-4.32,1
1,1,,0,1,4,2.70805,1,0.163286,1,1,1,1,1,0,-1.4,1
1,0.6,0.6,1,0,4,1.609438,1,0.167366,1,1,1,1,0.7778,0,-2.41,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.4,1,1,0,4,2.995732,1,0.159481,1,0,1,1,0.75,0,-6.7,1
0.2222,1,1,1,1,4,3.970292,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
1,1,,0,1,4,3.295837,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,1,0,0,3,0,1,0.007332,0,0,1,0,,1,,0
1,0.0952,0.0952,0,0,3,2.484907,1,0.083093,1,0,0,0,0,0,-2.084,1
0,1,1,1,1,4,2.484907,1,0.159104,1,1,1,1,0.4286,0,1.342,1
1,1,,0,1,4,2.564949,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,0.0909,1,1,3,1.609438,1,0.159104,1,1,1,1,0.5833,0,1.489,1
1,1,,0,1,4,2.564949,1,0.163286,1,1,1,1,1,0,-1.4,1
0.3846,1,1,1,1,3,1.94591,1,0.227036,1,1,1,1,0.5455,0,-0.676,1
1,1,,1,1,4,3.135494,1,0.163286,1,1,1,1,0.25,0,-6.688,1
0.1333,1,1,1,1,4,3.610918,1,0.159104,1,1,1,1,1,0,-2.976,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.937,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,0.0909,1,1,3,6.633318,1,0.159104,1,1,1,1,0.5833,0,-2.151,1
1,1,1,1,1,4,2.397895,1,0.185982,1,0,1,1,1,0,-3.361,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-5.709,1
1,1,1,0,0,3,0,1,0.06216,0,0,1,0,,1,,0
1,0.6,0.6,1,0,4,1.386294,1,0.167366,1,1,1,1,0.9286,0,-2.66,1
1,0.2,0.6,1,0,4,0,1,0.167366,1,1,1,0,0.9091,0,,0
1,1,0.0909,1,1,3,2.079442,1,0.159104,1,1,1,1,0.5833,0,11.409,1
0.1579,1,0.3684,1,1,3,1.609438,1,0.079552,1,1,1,1,0.2222,0,-1.754,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,2.397895,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,1,4,1.609438,1,0.185982,1,0,1,1,1,0,,0
0,0.2727,0.0909,1,1,3,5.986452,1,0.606348,1,0,1,1,0.5333,0,-0.398,1
1,1,,1,1,4,3.496508,1,0.076553,1,1,1,1,0.2,0,-2.162,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,0,1,4,2.484907,1,0.163286,1,1,1,1,1,0,-1.9,1
1,1,1,1,1,3,1.386294,1,0.227036,1,1,1,1,0.1,0,6.841,1
1,0.6,0.6,1,0,4,1.386294,1,0.167366,1,1,1,1,0.7143,0,-1.769,1
,,1,0,0,3,3.988984,1,0.336236,1,1,1,1,,1,8.243,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.297,1
1,1,0.1818,0,1,4,3.332205,0,,0,0,0,0,0.75,0,12.931,1
1,0.3,0.2,1,0,4,3.637586,1,0.159481,1,0,0,1,0.75,0,-6.436,1
1,1,,0,1,4,2.197225,1,0.163286,1,1,1,1,1,0,,0
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-5.208,1
0.1667,1,1,1,1,3,2.397895,1,0.14289,1,1,1,1,0.3529,0,6.996,1
0.3333,0.2222,0.2941,1,1,3,6.517671,1,0.158166,1,1,1,1,0.9,0,7.56,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,1,1,1,0,4,3.78419,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,0,1,4,2.564949,1,0.163286,1,1,1,1,1,0,-1.9,1
1,0.6111,0.6111,0,1,3,1.791759,0,,1,1,1,1,1,0,-1.9,1
1,1,1,0,1,2,0,0,,0,0,1,0,0.7083,0,,0
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-4.987,1
1,0.2857,0.2857,0,0,3,0.693147,0,,1,1,1,1,0.2667,0,,0
1,1,1,0,0,7,3.367296,0,,0,0,1,1,0.3636,0,-2.6,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-5.849,1
1,1,0.1333,1,1,3,1.791759,1,0.159104,1,1,1,1,1,0,-1.99,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-1.499,1
0.2,1,1,1,1,4,2.564949,1,0.053036,1,1,1,1,0.4545,0,-0.974,1
1,1,1,1,1,4,2.944439,1,0.185982,1,0,1,1,1,0,-2.49,1
0.5,0.1667,1,1,1,4,2.772589,1,0.159104,1,1,0,1,1,0,-1.5,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,0,1,4,3.401197,1,0.060881,1,1,1,1,1,0,-1.496,1
1,0.4,1,1,0,4,2.397895,1,0.159481,1,0,1,1,0.75,0,-4.798,1
,,1,0,0,4,2.302585,0,,1,1,1,1,,1,2.211,1
1,1,1,1,1,4,2.197225,1,0.185982,1,1,1,1,1,0,-2,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,4,1.098612,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0,1,1,1,1,4,2.995732,1,0.159104,1,1,1,1,0.4444,0,-0.836,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,1,1,4,2.70805,1,0.163286,1,1,1,1,0.25,0,-2.159,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-6.198,1
1,1,,1,1,4,2.197225,1,0.163286,1,1,1,1,0.25,0,-1.519,1
0.5,0.1667,1,1,1,4,2.70805,1,0.159104,1,1,0,1,0.5455,0,-2.661,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,0.7692,1,1,4,8.929833,1,0.185982,1,0,1,1,1,0,-2.51,1
1,1,,1,1,4,1.94591,1,0.163286,1,1,1,1,0.25,0,,0
1,1,1,1,1,4,3.135494,1,0.185982,1,0,1,1,1,0,-2.7,1
0.1875,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.5,0,-1.988,1
0.1333,1,1,1,1,4,4.143135,1,0.159104,1,1,1,1,1,0,-2.976,1
1,1,0.8,1,0,3,1.94591,1,0.102267,1,1,1,1,,1,-5.17,1
1,1,,1,1,4,2.639057,1,0.163286,1,1,1,1,0.25,0,-2.019,1
1,1,0.0909,1,1,3,1.791759,1,0.159104,1,1,1,1,0.5833,0,1.509,1
1,1,1,0,0,2,1.098612,0,,0,0,1,0,,1,,0
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,2.302585,0,,1,1,1,1,0.5333,0,5.96,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
1,1,,0,1,4,2.639057,1,0.060881,1,1,1,1,1,0,-1.42,1
1,1,1,1,0,4,2.302585,1,0.076553,1,1,1,1,0.4074,0,6.838,1
0,1,1,1,1,4,2.772589,1,0.159104,1,1,1,1,1,0,-4.167,1
1,0.5,0.6,1,0,5,2.995732,1,0.167366,1,1,1,1,0.4167,0,-2.66,1
0.5,1,0.1667,1,1,3,3.555348,1,0.159104,1,0,1,1,1,0,-2.151,1
0.1667,0.1429,0.1429,1,0,5,2.564949,1,0.14289,1,1,1,1,1,0,-2.059,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,1,0.8,1,0,3,2.079442,1,0.102267,1,1,1,1,,1,-4.67,1
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-1.519,1
0.2222,1,1,1,1,4,3.135494,1,0.227036,1,1,1,1,0.4545,0,-0.766,1
1,1,,0,1,4,2.302585,1,0.163286,0,0,1,1,1,0,-0.976,1
0.0909,1,1,1,1,4,2.70805,1,0.159104,1,1,1,1,0.5,0,-4.876,1
0.2,1,1,1,1,4,2.833213,1,0.053036,1,1,1,1,0.4545,0,-0.974,1
1,0.4,1,1,0,4,2.079442,1,0.159481,1,0,1,1,0.75,0,-1.101,1
1,1,1,1,1,4,1.94591,1,0.185982,1,0,1,1,1,0,-1.5,1
1,0.2,0.6,1,0,4,1.609438,1,0.167366,1,1,1,0,0.96,0,-0.363,1
1,1,1,1,0,4,2.397895,0,,1,1,1,1,0.8125,0,2.45,1
0.1852,1,0.1852,1,0,5,1.609438,1,0.14289,1,1,1,1,0.5833,0,5.553,1
1,0.6,0.6,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2727,0,-2.65,1
1,1,,0,1,4,2.564949,1,0.060881,1,1,1,1,0.2727,0,-1.92,1
0.0909,1,1,1,1,4,2.639057,1,0.159104,1,1,1,1,0.4286,0,-3.375,1
1,1,,0,1,4,3.610918,1,0.060881,1,1,1,1,1,0,-1.496,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,,1,1,4,2.564949,1,0.163286,1,1,1,1,0.25,0,-5.709,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,0,0,3,0,1,0.007332,1,0,1,0,,1,,0
1,1,0.0909,1,1,3,2.890372,1,0.159104,1,1,1,1,0.5833,0,-1.491,1
1,1,,0,1,4,2.70805,1,0.060881,1,1,1,1,1,0,-1.92,1
0.125,1,1,1,1,4,2.302585,1,0.236867,1,1,0,1,0.6207,0,-2.06,1
1,1,0.7692,1,1,4,6.978214,1,0.185982,1,1,1,1,1,0,-4.81,1
1,0.3846,1,1,1,3,4.89784,1,0.236867,1,1,1,1,1,0,-7.99,1
1,1,,0,1,4,2.639057,1,0.163286,1,1,1,1,1,0,-1.4,1
0.125,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.1,0,-0.886,1
1,1,1,1,0,4,2.302585,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,0.6,0.6,1,0,4,1.386294,1,0.167366,1,1,1,1,0.7778,0,-2.41,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,0,3,0,1,0.007332,0,0,1,0,,1,,0
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-6.35,1
0.125,1,1,1,1,4,1.94591,1,0.227036,1,1,1,1,0.3235,0,,0
1,0.0909,1,1,1,4,3.135494,0,,1,0,0,1,0.1515,0,-1.096,1
1,1,,1,1,4,2.079442,1,0.163286,1,1,1,1,0.25,0,-2.66,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.1579,0.2632,0.2632,1,1,4,2.302585,1,0.079552,1,0,0,1,0.45,0,-0.288,1
1,0.1765,1,0,0,5,2.833213,1,0.569076,1,1,1,0,0.4,0,-2.062,1
1,0.1429,1,1,1,4,2.484907,1,0.159104,1,0,0,1,0.2222,0,-1.491,1
1,1,,0,1,4,2.564949,1,0.163286,1,1,1,1,1,0,-1.4,1
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,1,1,4,3.044522,1,0.185982,1,0,1,1,1,0,-2.7,1
0.3333,0.5294,0.2941,1,1,3,2.564949,1,0.158166,1,1,1,1,0.9,0,6.186,1
1,1,,1,1,4,2.484907,1,0.076553,1,1,1,1,0.2857,0,-2.011,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,1,1,0,4,1.386294,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,2.639057,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.2,1,1,1,1,4,3.091042,1,0.053036,1,1,1,1,0.4545,0,-1.333,1
1,1,1,1,0,4,2.079442,0,,1,1,1,1,0.4167,0,-0.101,1
1,1,1,1,0,4,1.94591,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.0909,0.1538,0.1538,1,0,4,2.772589,0,,1,1,1,1,0.3125,0,-1.989,1
1,1,,1,1,4,2.484907,1,0.163286,1,1,1,1,0.25,0,-5.85,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-5.68,1
0.5,1,0.1667,1,1,3,0.693147,1,0.159104,1,0,1,1,1,0,,0
1,1,,1,1,4,2.772589,1,0.163286,1,1,1,1,0.25,0,,0
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-4.136,1
0.125,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.1,0,-1.876,1
1,1,1,1,1,4,0,1,0.286116,1,0,0,0,0.1,0,5.308,1
1,1,1,1,0,4,2.70805,1,0.167366,1,1,1,1,0.2857,0,-4.517,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
1,1,1,0,0,2,0,0,,0,0,1,0,0.6154,0,,0
1,1,1,1,0,4,2.079442,0,,1,1,1,1,0.75,0,0.56,1
1,1,1,0,0,3,0,0,,0,0,1,0,,1,,0
0.1333,1,1,1,1,4,2.772589,1,0.159104,1,1,1,1,1,0,-0.575,1
1,1,,1,1,4,2.397895,1,0.076553,1,1,1,1,0.2188,0,1.499,1
0.2222,1,1,1,1,4,2.197225,1,0.227036,1,1,1,1,0.4545,0,-0.866,1
1,0.2727,1,0,0,4,6.812345,1,0.10052,1,0,1,1,0.2222,0,5.766,1
1,1,1,0,0,6,2.70805,1,0.003051,0,0,1,1,,1,-1.9,1
1,1,1,1,1,4,11.222974,1,0.185982,1,0,1,1,1,0,-0.971,1
1,0.3077,,0,1,4,2.639057,1,0.163286,1,1,1,1,1,0,6.024,1
1,1,1,1,0,4,1.609438,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
0.25,1,1,1,1,4,2.079442,1,0.227036,1,1,1,1,0.9167,0,-1.489,1
0.1579,0.2632,0.2632,1,1,4,4.189655,1,0.079552,1,0,0,1,0.4737,0,-3.13,1
1,0.2,0.2,0,0,6,7.037028,1,0.080206,1,1,0,1,0.1667,0,,0
1,0.4,1,1,0,4,2.197225,1,0.159481,1,0,1,1,0.75,0,-2.02,1
1,1,1,1,0,4,3.496508,1,0.167366,1,1,1,1,0.2857,0,,0
0.4444,0.0909,1,1,1,4,2.397895,1,0.159104,1,1,0,1,0.9167,0,-1.731,1
1,1,,1,1,4,6.673298,1,0.076553,1,1,0,0,0.2083,0,7.807,1
1,1,1,1,1,4,8.895767,1,0.185982,1,1,1,1,1,0,-4.32,1
1,1,,1,1,4,2.397895,1,0.163286,1,1,1,1,0.25,0,-1.605,1
1,0.1,0.6,1,0,4,1.609438,1,0.167366,1,1,1,0,0.75,0,7.749,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,0,0,2,0,0,,0,0,1,0,,1,,0
1,1,,1,1,4,2.302585,1,0.163286,1,1,1,1,0.25,0,-2.66,1
1,0.2,0.6,1,0,4,6.098074,1,0.167366,1,1,1,0,0.28,0,-2.66,1
0.0909,1,1,1,1,4,4.077537,1,0.159104,1,1,1,1,1,0,-5.543,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,1,1,1,0,4,2.079442,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-4.157,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-5.628,1
0.1875,1,1,1,1,4,2.302585,1,0.227036,1,1,1,1,0.5,0,-1.488,1
1,1,1,1,0,4,1.791759,1,0.167366,1,1,1,1,0.2857,0,-1.938,1
1,0.4,1,1,0,4,2.302585,1,0.159481,1,0,1,1,0.75,0,-6.351,1
